R,I,A,S,E,C,carrera_id,nombre_carrera
5.67,4.99,7.3,1.88,2.33,2.73,40,Lic. en Diseño Industrial
6.14,4.95,7.46,1.75,1.63,1.69,40,Lic. en Diseño Industrial
6.12,6.07,6.51,3.51,2.71,3.71,40,Lic. en Diseño Industrial
5.98,5.16,7.14,2.22,2.29,3.11,40,Lic. en Diseño Industrial
6.11,5.82,7.28,2.81,2.1,2.64,40,Lic. en Diseño Industrial
6.1,5.73,7.81,3.05,3.28,1.68,40,Lic. en Diseño Industrial
6.38,6.23,6.41,1.61,2.0,3.12,40,Lic. en Diseño Industrial
5.97,6.15,7.29,2.26,2.23,3.47,40,Lic. en Diseño Industrial
6.17,6.17,7.6,2.56,2.08,3.08,40,Lic. en Diseño Industrial
6.25,5.18,7.9,3.6,1.9,2.76,40,Lic. en Diseño Industrial
5.8,5.51,7.47,1.62,3.81,2.68,40,Lic. en Diseño Industrial
6.42,5.14,7.26,2.1,2.94,1.77,40,Lic. en Diseño Industrial
6.32,6.18,7.26,3.54,1.55,3.14,40,Lic. en Diseño Industrial
6.63,5.84,7.66,1.98,1.81,3.09,40,Lic. en Diseño Industrial
6.17,5.24,7.5,2.46,2.08,3.86,40,Lic. en Diseño Industrial
5.67,5.13,6.65,3.08,3.15,1.94,40,Lic. en Diseño Industrial
6.12,6.13,7.56,1.63,3.02,2.91,40,Lic. en Diseño Industrial
7.05,4.9,7.21,2.56,3.8,3.3,40,Lic. en Diseño Industrial
6.92,4.89,7.81,2.61,3.56,2.2,40,Lic. en Diseño Industrial
6.09,5.08,6.95,3.88,1.63,3.66,40,Lic. en Diseño Industrial
6.41,4.84,7.09,3.46,3.67,1.53,40,Lic. en Diseño Industrial
7.05,4.96,6.49,3.58,3.75,2.86,40,Lic. en Diseño Industrial
6.29,4.95,7.21,3.5,1.91,3.54,40,Lic. en Diseño Industrial
7.1,5.75,7.01,3.74,2.06,3.54,40,Lic. en Diseño Industrial
5.81,5.72,7.07,2.05,2.84,2.55,40,Lic. en Diseño Industrial
6.14,5.14,7.06,3.78,1.96,1.51,40,Lic. en Diseño Industrial
7.05,5.83,7.64,3.22,1.77,2.65,40,Lic. en Diseño Industrial
5.92,4.94,7.55,3.19,3.29,1.78,40,Lic. en Diseño Industrial
6.47,5.61,7.25,2.94,2.37,1.59,40,Lic. en Diseño Industrial
6.34,5.63,6.86,2.89,2.87,3.65,40,Lic. en Diseño Industrial
6.39,5.22,7.75,2.52,2.59,2.44,40,Lic. en Diseño Industrial
6.42,5.65,7.42,3.55,3.63,2.56,40,Lic. en Diseño Industrial
5.65,6.19,7.58,2.69,3.49,1.86,40,Lic. en Diseño Industrial
6.09,5.08,6.51,1.86,1.72,2.05,40,Lic. en Diseño Industrial
6.57,5.96,7.06,1.99,2.08,3.75,40,Lic. en Diseño Industrial
6.34,5.8,7.1,1.5,2.33,3.83,40,Lic. en Diseño Industrial
6.94,5.36,6.75,1.53,1.65,3.23,40,Lic. en Diseño Industrial
6.95,6.22,6.82,2.69,2.69,2.59,40,Lic. en Diseño Industrial
6.75,5.16,7.89,2.12,3.58,2.12,40,Lic. en Diseño Industrial
6.35,5.49,7.4,2.92,3.6,3.68,40,Lic. en Diseño Industrial
6.95,6.25,6.71,3.66,2.36,3.87,40,Lic. en Diseño Industrial
6.5,6.02,7.56,1.96,3.82,2.36,40,Lic. en Diseño Industrial
6.87,5.33,7.41,3.51,2.44,2.38,40,Lic. en Diseño Industrial
6.09,5.19,7.53,3.69,1.56,2.59,40,Lic. en Diseño Industrial
6.37,5.57,6.78,1.96,2.9,1.72,40,Lic. en Diseño Industrial
5.95,5.34,7.78,2.31,3.78,2.25,40,Lic. en Diseño Industrial
6.59,6.3,6.48,2.9,3.69,1.98,40,Lic. en Diseño Industrial
6.43,5.51,7.69,1.75,2.06,1.88,40,Lic. en Diseño Industrial
5.91,5.86,7.42,2.99,3.2,3.61,40,Lic. en Diseño Industrial
6.32,5.96,6.45,2.56,1.57,3.23,40,Lic. en Diseño Industrial
6.48,5.0,6.53,1.88,3.21,3.47,40,Lic. en Diseño Industrial
6.51,5.88,7.1,3.46,1.86,1.92,40,Lic. en Diseño Industrial
5.67,5.41,7.48,2.1,2.03,3.34,40,Lic. en Diseño Industrial
5.63,4.99,7.04,3.44,2.95,2.3,40,Lic. en Diseño Industrial
6.33,5.92,7.03,2.28,2.5,2.26,40,Lic. en Diseño Industrial
6.43,5.21,6.63,1.97,3.02,2.04,40,Lic. en Diseño Industrial
6.84,5.31,7.46,3.12,2.86,3.1,40,Lic. en Diseño Industrial
5.73,5.98,7.58,2.94,2.65,3.0,40,Lic. en Diseño Industrial
5.77,5.94,7.35,3.19,3.91,3.6,40,Lic. en Diseño Industrial
6.5,5.29,7.41,3.5,2.6,2.98,40,Lic. en Diseño Industrial
6.08,5.33,7.45,3.34,1.63,2.02,40,Lic. en Diseño Industrial
5.79,6.12,6.79,2.25,3.81,2.17,40,Lic. en Diseño Industrial
6.53,5.26,7.07,1.64,2.6,2.54,40,Lic. en Diseño Industrial
7.0,6.12,6.99,3.34,3.44,3.15,40,Lic. en Diseño Industrial
6.57,5.95,7.68,3.22,1.91,2.63,40,Lic. en Diseño Industrial
6.76,6.0,7.45,1.98,3.83,3.49,40,Lic. en Diseño Industrial
6.28,5.21,7.15,2.92,2.42,3.12,40,Lic. en Diseño Industrial
6.51,5.93,6.66,1.8,3.38,2.77,40,Lic. en Diseño Industrial
6.47,6.05,7.28,3.4,1.51,3.49,40,Lic. en Diseño Industrial
5.77,5.58,6.55,2.28,2.63,2.5,40,Lic. en Diseño Industrial
6.99,5.99,6.94,1.65,3.2,1.79,40,Lic. en Diseño Industrial
5.87,5.73,7.49,2.81,3.58,2.33,40,Lic. en Diseño Industrial
6.52,6.08,6.91,2.11,3.75,3.89,40,Lic. en Diseño Industrial
6.49,5.61,7.38,2.7,2.68,2.01,40,Lic. en Diseño Industrial
5.82,6.05,6.92,2.65,3.84,3.38,40,Lic. en Diseño Industrial
6.7,5.71,6.99,2.95,2.31,3.57,40,Lic. en Diseño Industrial
6.99,5.29,6.48,2.72,1.99,3.1,40,Lic. en Diseño Industrial
6.68,5.02,6.94,3.94,2.42,2.0,40,Lic. en Diseño Industrial
6.17,6.0,6.57,3.43,1.89,1.79,40,Lic. en Diseño Industrial
6.74,3.38,6.98,3.94,5.99,3.79,41,Lic. en Diseño Urbano y del Paisaje
5.89,1.9,6.96,3.65,4.88,3.83,41,Lic. en Diseño Urbano y del Paisaje
5.71,3.66,7.62,2.77,5.68,3.9,41,Lic. en Diseño Urbano y del Paisaje
6.71,1.88,7.55,3.91,5.02,3.3,41,Lic. en Diseño Urbano y del Paisaje
6.65,2.23,6.52,3.74,6.21,1.53,41,Lic. en Diseño Urbano y del Paisaje
6.84,2.76,6.64,1.71,4.96,2.36,41,Lic. en Diseño Urbano y del Paisaje
6.43,3.08,7.69,2.45,5.98,1.77,41,Lic. en Diseño Urbano y del Paisaje
6.99,3.51,7.49,2.2,5.79,3.38,41,Lic. en Diseño Urbano y del Paisaje
5.83,2.54,7.75,2.65,6.02,2.29,41,Lic. en Diseño Urbano y del Paisaje
7.03,3.77,7.75,2.87,5.33,2.71,41,Lic. en Diseño Urbano y del Paisaje
6.28,2.13,6.48,2.0,5.66,3.34,41,Lic. en Diseño Urbano y del Paisaje
6.09,3.21,6.61,1.94,6.29,2.24,41,Lic. en Diseño Urbano y del Paisaje
6.67,1.73,7.01,1.8,6.05,3.05,41,Lic. en Diseño Urbano y del Paisaje
5.9,1.83,6.78,2.05,5.23,3.38,41,Lic. en Diseño Urbano y del Paisaje
5.87,3.55,6.52,3.48,5.58,3.17,41,Lic. en Diseño Urbano y del Paisaje
6.21,2.31,6.86,3.82,5.69,3.52,41,Lic. en Diseño Urbano y del Paisaje
6.36,1.89,6.87,3.18,6.23,1.52,41,Lic. en Diseño Urbano y del Paisaje
6.11,3.95,7.58,2.42,5.26,3.59,41,Lic. en Diseño Urbano y del Paisaje
7.0,2.05,7.28,2.54,5.69,2.8,41,Lic. en Diseño Urbano y del Paisaje
6.16,2.81,6.49,1.91,4.99,3.19,41,Lic. en Diseño Urbano y del Paisaje
6.8,2.1,7.27,3.35,4.94,1.68,41,Lic. en Diseño Urbano y del Paisaje
6.2,1.68,7.3,1.78,6.25,3.77,41,Lic. en Diseño Urbano y del Paisaje
5.98,2.9,7.7,2.17,5.22,3.29,41,Lic. en Diseño Urbano y del Paisaje
6.58,3.86,6.53,2.67,5.12,1.95,41,Lic. en Diseño Urbano y del Paisaje
5.67,1.78,7.16,2.25,5.8,1.7,41,Lic. en Diseño Urbano y del Paisaje
6.41,2.74,6.69,3.4,5.2,3.9,41,Lic. en Diseño Urbano y del Paisaje
5.96,3.09,7.71,3.48,5.54,1.56,41,Lic. en Diseño Urbano y del Paisaje
6.24,3.61,7.13,2.73,5.29,2.7,41,Lic. en Diseño Urbano y del Paisaje
6.09,3.45,7.31,2.86,6.18,2.11,41,Lic. en Diseño Urbano y del Paisaje
6.79,3.39,7.72,3.56,6.03,1.57,41,Lic. en Diseño Urbano y del Paisaje
6.88,3.45,7.37,2.06,5.66,1.79,41,Lic. en Diseño Urbano y del Paisaje
6.37,2.33,6.55,2.67,5.25,2.75,41,Lic. en Diseño Urbano y del Paisaje
6.46,3.87,7.25,2.94,4.8,2.49,41,Lic. en Diseño Urbano y del Paisaje
6.78,2.6,7.08,3.31,5.64,1.63,41,Lic. en Diseño Urbano y del Paisaje
6.02,1.89,6.72,2.61,5.73,3.67,41,Lic. en Diseño Urbano y del Paisaje
6.77,3.66,6.86,2.52,4.87,3.67,41,Lic. en Diseño Urbano y del Paisaje
5.74,3.81,7.35,2.93,5.72,2.81,41,Lic. en Diseño Urbano y del Paisaje
6.09,3.69,7.43,2.52,4.8,3.18,41,Lic. en Diseño Urbano y del Paisaje
6.87,2.09,7.38,3.65,5.76,2.8,41,Lic. en Diseño Urbano y del Paisaje
5.87,3.75,7.48,3.54,5.22,3.46,41,Lic. en Diseño Urbano y del Paisaje
6.2,2.49,7.05,2.72,5.46,1.9,41,Lic. en Diseño Urbano y del Paisaje
6.97,2.09,7.78,2.31,5.7,2.96,41,Lic. en Diseño Urbano y del Paisaje
7.06,1.97,7.16,2.56,5.03,2.68,41,Lic. en Diseño Urbano y del Paisaje
6.61,3.37,6.69,2.46,5.59,3.61,41,Lic. en Diseño Urbano y del Paisaje
6.11,2.73,6.5,2.06,5.99,2.27,41,Lic. en Diseño Urbano y del Paisaje
6.37,3.05,7.13,2.33,5.54,1.62,41,Lic. en Diseño Urbano y del Paisaje
6.24,3.88,7.04,2.45,5.63,2.85,41,Lic. en Diseño Urbano y del Paisaje
5.71,3.48,7.2,2.94,6.09,2.33,41,Lic. en Diseño Urbano y del Paisaje
6.55,2.73,7.74,1.55,5.51,1.96,41,Lic. en Diseño Urbano y del Paisaje
6.83,1.72,6.8,3.34,6.29,2.56,41,Lic. en Diseño Urbano y del Paisaje
6.21,2.96,7.27,2.53,5.28,2.26,41,Lic. en Diseño Urbano y del Paisaje
6.94,2.76,7.66,2.48,5.07,2.17,41,Lic. en Diseño Urbano y del Paisaje
6.05,3.66,7.71,1.6,5.87,2.98,41,Lic. en Diseño Urbano y del Paisaje
6.21,2.89,7.31,3.85,5.39,3.7,41,Lic. en Diseño Urbano y del Paisaje
7.03,3.45,6.85,3.57,6.12,1.74,41,Lic. en Diseño Urbano y del Paisaje
6.15,2.58,7.3,3.82,6.16,2.35,41,Lic. en Diseño Urbano y del Paisaje
7.08,3.62,6.91,2.17,5.87,3.84,41,Lic. en Diseño Urbano y del Paisaje
6.78,2.54,6.82,3.1,5.25,2.4,41,Lic. en Diseño Urbano y del Paisaje
6.47,3.58,7.13,1.94,6.27,2.22,41,Lic. en Diseño Urbano y del Paisaje
6.51,2.63,6.69,2.22,4.84,3.98,41,Lic. en Diseño Urbano y del Paisaje
5.65,2.24,7.54,3.74,5.15,1.86,41,Lic. en Diseño Urbano y del Paisaje
5.88,3.16,7.41,2.79,5.64,2.23,41,Lic. en Diseño Urbano y del Paisaje
6.77,3.61,7.25,3.31,5.39,2.91,41,Lic. en Diseño Urbano y del Paisaje
6.06,2.55,7.74,2.77,5.76,1.64,41,Lic. en Diseño Urbano y del Paisaje
7.04,2.8,7.6,1.57,6.1,2.01,41,Lic. en Diseño Urbano y del Paisaje
6.96,1.94,7.28,2.37,5.0,1.6,41,Lic. en Diseño Urbano y del Paisaje
6.68,1.67,6.64,2.42,5.34,3.12,41,Lic. en Diseño Urbano y del Paisaje
6.17,1.73,6.94,2.5,5.2,3.38,41,Lic. en Diseño Urbano y del Paisaje
6.07,2.3,7.02,3.32,5.57,2.03,41,Lic. en Diseño Urbano y del Paisaje
6.99,3.72,7.21,3.14,5.86,1.9,41,Lic. en Diseño Urbano y del Paisaje
6.75,2.07,7.64,1.89,4.97,2.73,41,Lic. en Diseño Urbano y del Paisaje
6.68,2.83,7.44,3.43,5.36,3.9,41,Lic. en Diseño Urbano y del Paisaje
5.74,2.27,7.09,1.64,5.12,3.14,41,Lic. en Diseño Urbano y del Paisaje
6.38,3.35,6.95,1.72,5.31,1.58,41,Lic. en Diseño Urbano y del Paisaje
5.94,3.18,6.91,1.53,6.15,3.09,41,Lic. en Diseño Urbano y del Paisaje
6.69,1.68,7.64,1.51,5.99,1.56,41,Lic. en Diseño Urbano y del Paisaje
5.72,2.17,6.53,2.9,5.8,2.75,41,Lic. en Diseño Urbano y del Paisaje
6.15,3.88,7.2,2.0,5.2,3.13,41,Lic. en Diseño Urbano y del Paisaje
6.83,2.83,7.27,2.48,4.92,2.23,41,Lic. en Diseño Urbano y del Paisaje
6.01,3.86,7.32,3.47,4.83,2.09,41,Lic. en Diseño Urbano y del Paisaje
6.65,1.61,7.17,3.73,5.55,3.56,41,Lic. en Diseño Urbano y del Paisaje
6.51,2.44,6.9,3.81,6.06,1.52,41,Lic. en Diseño Urbano y del Paisaje
5.62,2.85,6.61,1.63,5.06,2.26,41,Lic. en Diseño Urbano y del Paisaje
6.42,1.74,7.58,2.99,6.08,2.86,41,Lic. en Diseño Urbano y del Paisaje
6.71,3.5,7.35,3.48,5.01,2.15,41,Lic. en Diseño Urbano y del Paisaje
6.57,1.75,6.71,2.78,5.73,1.88,41,Lic. en Diseño Urbano y del Paisaje
6.28,1.88,6.59,2.83,4.99,1.99,41,Lic. en Diseño Urbano y del Paisaje
6.12,3.3,6.75,2.23,6.29,1.61,41,Lic. en Diseño Urbano y del Paisaje
6.14,3.54,6.87,1.93,4.95,3.14,41,Lic. en Diseño Urbano y del Paisaje
6.76,1.79,6.45,1.52,5.93,1.63,41,Lic. en Diseño Urbano y del Paisaje
6.94,1.57,7.66,2.44,5.29,2.25,41,Lic. en Diseño Urbano y del Paisaje
6.78,2.48,6.82,1.62,5.52,2.85,41,Lic. en Diseño Urbano y del Paisaje
6.48,3.83,7.19,1.78,5.15,3.65,41,Lic. en Diseño Urbano y del Paisaje
7.03,1.76,6.58,1.73,5.17,2.06,41,Lic. en Diseño Urbano y del Paisaje
6.19,3.71,7.69,2.11,5.54,3.0,41,Lic. en Diseño Urbano y del Paisaje
5.83,3.7,6.93,2.03,5.24,2.2,41,Lic. en Diseño Urbano y del Paisaje
6.76,2.38,7.56,1.98,5.24,3.1,41,Lic. en Diseño Urbano y del Paisaje
5.73,2.23,7.3,2.68,6.04,1.51,41,Lic. en Diseño Urbano y del Paisaje
6.42,2.16,6.75,1.77,5.18,2.98,41,Lic. en Diseño Urbano y del Paisaje
6.1,3.93,7.11,2.06,5.75,3.71,41,Lic. en Diseño Urbano y del Paisaje
3.66,6.14,7.7,3.26,6.17,2.69,42,Lic. en Diseño y Arte Multimedia
2.76,5.95,7.01,1.85,6.18,2.46,42,Lic. en Diseño y Arte Multimedia
3.9,6.9,7.55,2.9,5.24,2.68,42,Lic. en Diseño y Arte Multimedia
3.57,6.26,7.21,2.54,5.39,3.62,42,Lic. en Diseño y Arte Multimedia
2.85,7.06,6.92,3.45,6.17,2.51,42,Lic. en Diseño y Arte Multimedia
2.43,6.76,7.56,3.68,6.02,2.83,42,Lic. en Diseño y Arte Multimedia
1.76,5.76,6.9,2.97,5.85,3.67,42,Lic. en Diseño y Arte Multimedia
3.41,6.5,7.19,3.82,4.97,1.95,42,Lic. en Diseño y Arte Multimedia
1.8,6.8,7.54,1.56,5.51,3.95,42,Lic. en Diseño y Arte Multimedia
2.98,5.94,6.87,3.53,5.3,3.11,42,Lic. en Diseño y Arte Multimedia
1.89,6.42,6.99,2.52,5.83,1.75,42,Lic. en Diseño y Arte Multimedia
1.6,6.39,7.0,3.27,4.99,3.34,42,Lic. en Diseño y Arte Multimedia
1.81,5.83,7.64,2.42,5.09,1.71,42,Lic. en Diseño y Arte Multimedia
2.71,6.32,7.31,2.62,5.83,3.7,42,Lic. en Diseño y Arte Multimedia
3.9,6.74,6.72,2.6,6.19,2.27,42,Lic. en Diseño y Arte Multimedia
3.68,6.47,6.97,1.52,4.99,2.63,42,Lic. en Diseño y Arte Multimedia
3.51,5.67,6.97,3.27,5.74,1.58,42,Lic. en Diseño y Arte Multimedia
2.65,6.66,7.1,2.97,5.6,3.0,42,Lic. en Diseño y Arte Multimedia
3.52,5.84,6.84,3.22,5.59,3.52,42,Lic. en Diseño y Arte Multimedia
1.78,6.27,6.67,2.7,5.66,3.06,42,Lic. en Diseño y Arte Multimedia
3.61,5.73,7.33,3.37,6.22,3.59,42,Lic. en Diseño y Arte Multimedia
3.31,6.64,7.03,2.64,5.5,3.31,42,Lic. en Diseño y Arte Multimedia
2.32,7.02,7.49,3.86,5.62,2.74,42,Lic. en Diseño y Arte Multimedia
2.92,6.4,7.19,1.77,6.13,2.48,42,Lic. en Diseño y Arte Multimedia
1.95,6.27,6.86,2.18,4.94,2.55,42,Lic. en Diseño y Arte Multimedia
3.16,5.99,7.63,3.46,5.6,1.65,42,Lic. en Diseño y Arte Multimedia
3.46,6.79,6.42,3.65,5.26,1.93,42,Lic. en Diseño y Arte Multimedia
3.43,5.78,7.18,3.9,5.78,2.09,42,Lic. en Diseño y Arte Multimedia
2.17,6.03,7.06,2.04,4.92,1.81,42,Lic. en Diseño y Arte Multimedia
2.9,6.43,6.41,1.82,6.18,2.7,42,Lic. en Diseño y Arte Multimedia
3.99,5.69,6.54,2.1,5.67,2.79,42,Lic. en Diseño y Arte Multimedia
2.24,6.3,6.5,1.58,6.29,3.96,42,Lic. en Diseño y Arte Multimedia
2.38,6.79,7.52,3.09,5.88,2.02,42,Lic. en Diseño y Arte Multimedia
2.92,6.65,7.33,3.58,5.78,3.09,42,Lic. en Diseño y Arte Multimedia
2.94,6.56,7.54,1.78,5.94,3.04,42,Lic. en Diseño y Arte Multimedia
1.53,5.79,7.32,3.53,6.2,3.81,42,Lic. en Diseño y Arte Multimedia
1.74,6.42,7.04,2.34,5.38,2.33,42,Lic. en Diseño y Arte Multimedia
3.83,5.87,7.39,1.83,5.83,3.92,42,Lic. en Diseño y Arte Multimedia
3.18,6.59,7.58,2.24,5.11,2.72,42,Lic. en Diseño y Arte Multimedia
3.07,6.51,7.21,1.91,5.44,3.49,42,Lic. en Diseño y Arte Multimedia
3.59,5.85,6.5,3.21,5.19,2.34,42,Lic. en Diseño y Arte Multimedia
1.98,6.34,7.02,3.71,4.89,2.76,42,Lic. en Diseño y Arte Multimedia
3.63,6.54,7.08,3.64,5.0,2.48,42,Lic. en Diseño y Arte Multimedia
2.16,6.21,6.81,1.63,5.13,3.96,42,Lic. en Diseño y Arte Multimedia
2.12,6.43,7.67,3.79,5.25,2.52,42,Lic. en Diseño y Arte Multimedia
1.79,6.41,7.56,2.29,6.27,3.45,42,Lic. en Diseño y Arte Multimedia
2.52,5.66,7.17,3.16,5.91,1.6,42,Lic. en Diseño y Arte Multimedia
2.85,5.94,6.45,2.43,5.8,2.0,42,Lic. en Diseño y Arte Multimedia
2.28,6.41,7.68,2.27,5.72,3.15,42,Lic. en Diseño y Arte Multimedia
2.59,6.77,7.02,3.97,6.26,3.35,42,Lic. en Diseño y Arte Multimedia
3.25,7.08,6.73,2.25,5.51,3.29,42,Lic. en Diseño y Arte Multimedia
3.37,6.83,7.82,2.02,5.15,1.85,42,Lic. en Diseño y Arte Multimedia
3.34,6.1,7.86,3.32,5.37,1.75,42,Lic. en Diseño y Arte Multimedia
3.84,6.23,7.09,3.5,5.42,3.28,42,Lic. en Diseño y Arte Multimedia
1.55,5.61,7.75,2.01,4.99,1.64,42,Lic. en Diseño y Arte Multimedia
1.57,7.07,7.28,2.48,5.56,1.54,42,Lic. en Diseño y Arte Multimedia
3.2,5.89,6.7,1.54,5.96,1.93,42,Lic. en Diseño y Arte Multimedia
2.92,6.71,7.09,3.44,5.75,2.0,42,Lic. en Diseño y Arte Multimedia
1.99,5.63,6.61,3.87,5.38,3.83,42,Lic. en Diseño y Arte Multimedia
2.36,6.38,7.09,2.43,5.88,1.85,42,Lic. en Diseño y Arte Multimedia
2.57,5.73,6.65,2.86,5.25,3.61,42,Lic. en Diseño y Arte Multimedia
1.85,6.86,7.25,2.67,5.79,3.6,42,Lic. en Diseño y Arte Multimedia
2.3,6.28,7.71,2.07,6.28,1.64,42,Lic. en Diseño y Arte Multimedia
2.79,6.89,7.47,2.6,6.04,2.82,42,Lic. en Diseño y Arte Multimedia
1.51,6.01,7.36,2.25,5.65,2.48,42,Lic. en Diseño y Arte Multimedia
3.25,5.85,7.42,2.01,4.93,2.28,42,Lic. en Diseño y Arte Multimedia
1.55,5.89,6.66,3.16,5.56,1.81,42,Lic. en Diseño y Arte Multimedia
3.48,6.73,7.65,2.4,5.73,2.28,42,Lic. en Diseño y Arte Multimedia
2.11,5.97,7.58,1.69,5.99,3.8,42,Lic. en Diseño y Arte Multimedia
2.69,7.06,7.41,3.47,5.02,1.78,42,Lic. en Diseño y Arte Multimedia
3.1,5.84,6.54,2.85,6.05,3.92,42,Lic. en Diseño y Arte Multimedia
2.33,6.07,6.44,3.21,5.59,2.64,42,Lic. en Diseño y Arte Multimedia
3.12,7.1,6.94,1.79,5.6,2.47,42,Lic. en Diseño y Arte Multimedia
2.86,7.08,7.85,3.55,6.29,3.49,42,Lic. en Diseño y Arte Multimedia
2.64,6.75,7.59,2.03,6.2,3.34,42,Lic. en Diseño y Arte Multimedia
1.97,5.78,7.07,2.57,4.88,1.76,42,Lic. en Diseño y Arte Multimedia
2.23,6.0,7.88,2.79,6.1,3.59,42,Lic. en Diseño y Arte Multimedia
2.11,6.95,7.7,2.2,5.13,3.45,42,Lic. en Diseño y Arte Multimedia
3.37,5.76,7.52,3.08,5.85,3.6,42,Lic. en Diseño y Arte Multimedia
3.6,6.72,7.46,3.98,6.22,2.74,42,Lic. en Diseño y Arte Multimedia
2.16,6.34,7.46,2.56,5.76,2.58,42,Lic. en Diseño y Arte Multimedia
2.0,6.3,7.53,2.68,5.87,2.23,42,Lic. en Diseño y Arte Multimedia
3.77,6.59,7.11,3.58,5.36,1.9,42,Lic. en Diseño y Arte Multimedia
3.71,5.66,6.49,2.51,6.05,3.05,42,Lic. en Diseño y Arte Multimedia
1.63,6.71,6.67,3.74,5.25,3.46,42,Lic. en Diseño y Arte Multimedia
3.71,5.62,7.07,3.72,5.09,1.7,42,Lic. en Diseño y Arte Multimedia
3.42,6.22,7.09,3.62,6.04,2.64,42,Lic. en Diseño y Arte Multimedia
3.83,6.17,7.18,3.18,6.21,2.01,42,Lic. en Diseño y Arte Multimedia
1.5,6.45,7.17,3.0,6.29,2.34,42,Lic. en Diseño y Arte Multimedia
2.43,5.85,7.05,3.01,6.04,2.3,42,Lic. en Diseño y Arte Multimedia
2.21,6.54,7.76,1.97,5.44,3.02,42,Lic. en Diseño y Arte Multimedia
2.74,6.48,7.67,3.88,6.06,2.44,42,Lic. en Diseño y Arte Multimedia
1.96,6.81,7.14,3.01,6.22,3.82,42,Lic. en Diseño y Arte Multimedia
2.62,5.79,6.43,3.31,4.82,2.26,42,Lic. en Diseño y Arte Multimedia
1.91,5.96,6.49,3.68,5.71,3.35,42,Lic. en Diseño y Arte Multimedia
2.47,6.34,7.85,3.92,5.95,1.99,42,Lic. en Diseño y Arte Multimedia
3.59,6.05,6.82,3.52,4.83,3.26,42,Lic. en Diseño y Arte Multimedia
2.29,6.74,7.24,1.74,5.79,3.17,42,Lic. en Diseño y Arte Multimedia
3.59,6.52,7.04,2.47,5.29,1.74,42,Lic. en Diseño y Arte Multimedia
2.57,7.1,6.53,2.54,5.01,2.95,42,Lic. en Diseño y Arte Multimedia
5.95,7.41,3.81,1.77,5.72,3.59,43,Lic. en Biología Acuícola
6.38,7.33,3.04,2.11,4.89,2.23,43,Lic. en Biología Acuícola
6.65,6.99,2.51,3.05,4.92,2.95,43,Lic. en Biología Acuícola
7.03,7.77,2.81,2.31,5.94,1.92,43,Lic. en Biología Acuícola
6.3,6.67,1.88,1.64,5.28,2.46,43,Lic. en Biología Acuícola
6.94,7.27,3.47,2.32,5.51,1.6,43,Lic. en Biología Acuícola
6.93,6.72,2.37,2.06,5.42,3.53,43,Lic. en Biología Acuícola
6.17,6.88,3.67,2.73,4.96,3.5,43,Lic. en Biología Acuícola
5.79,6.9,2.46,2.44,5.17,3.63,43,Lic. en Biología Acuícola
6.1,7.25,3.03,2.85,6.07,2.48,43,Lic. en Biología Acuícola
7.09,6.62,3.83,3.04,5.01,2.81,43,Lic. en Biología Acuícola
6.76,7.73,3.44,2.47,4.95,3.6,43,Lic. en Biología Acuícola
6.6,7.06,2.67,2.38,5.25,3.72,43,Lic. en Biología Acuícola
5.78,7.55,3.26,2.42,6.02,1.51,43,Lic. en Biología Acuícola
5.78,7.45,1.56,3.27,4.96,3.11,43,Lic. en Biología Acuícola
6.76,7.49,2.98,3.84,4.97,2.75,43,Lic. en Biología Acuícola
6.83,7.88,2.66,2.41,6.07,2.74,43,Lic. en Biología Acuícola
6.57,6.74,2.02,2.41,5.13,2.66,43,Lic. en Biología Acuícola
7.06,7.58,2.55,2.5,4.91,1.65,43,Lic. en Biología Acuícola
6.09,7.39,3.98,2.19,5.65,2.27,43,Lic. en Biología Acuícola
6.7,6.44,3.11,3.15,5.79,2.95,43,Lic. en Biología Acuícola
6.97,6.53,2.27,1.68,6.25,2.63,43,Lic. en Biología Acuícola
6.8,7.84,2.14,2.01,5.56,3.25,43,Lic. en Biología Acuícola
6.01,7.13,1.57,1.99,5.5,3.44,43,Lic. en Biología Acuícola
7.08,6.74,3.67,3.66,6.29,1.68,43,Lic. en Biología Acuícola
6.55,7.01,3.75,2.62,4.92,3.07,43,Lic. en Biología Acuícola
5.83,6.4,2.71,3.93,5.21,2.09,43,Lic. en Biología Acuícola
5.97,6.51,1.66,2.12,5.34,2.44,43,Lic. en Biología Acuícola
6.4,7.17,2.73,3.65,4.95,3.91,43,Lic. en Biología Acuícola
6.04,6.61,2.81,2.2,5.53,3.41,43,Lic. en Biología Acuícola
6.09,6.69,2.32,1.7,5.25,2.89,43,Lic. en Biología Acuícola
6.71,7.09,1.68,3.91,5.66,2.81,43,Lic. en Biología Acuícola
6.38,7.65,3.68,3.29,5.32,3.2,43,Lic. en Biología Acuícola
6.45,6.97,1.63,2.46,5.5,3.27,43,Lic. en Biología Acuícola
6.73,7.38,3.0,3.27,4.97,3.99,43,Lic. en Biología Acuícola
6.59,6.78,3.46,2.27,5.52,3.42,43,Lic. en Biología Acuícola
6.9,6.96,3.11,3.1,4.87,2.11,43,Lic. en Biología Acuícola
6.48,6.98,2.77,2.16,4.91,3.17,43,Lic. en Biología Acuícola
6.65,7.53,3.81,1.67,6.22,2.69,43,Lic. en Biología Acuícola
6.07,7.25,2.94,2.44,5.2,3.05,43,Lic. en Biología Acuícola
